{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.1128 ,0550 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;197;96
      005.1129 ,0550 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;182;98
      005.113  ,0550 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;170;99
      005.1130 ,0550 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;161;104
      005.1131 ,0550 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;154;109
      005.1132 ,0550 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;151;117
      005.1133 ,0550 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;143;125
      005.1134 ,0550 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,248;139;131
      005.1135 ,0560 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,128;212;115
      005.1136 ,0560 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,149;209;101
      005.1137 ,0560 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,173;211;91
      005.1138 ,0560 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,193;217;86
      005.1139 ,0560 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,211;223;77
      005.114  ,0560 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,225;227;75
      005.1140 ,0560 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,232;221;68
      005.1141 ,0560 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,243;221;69
      005.1142 ,0560 R           ,001.jpg                           ,4   ,4458  ,0.002 ,241;114;122
      005.1143 ,0560 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,255;212;68
      005.1144 ,0560 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;204;72
      005.1145 ,0560 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;188;72
      005.1146 ,0560 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;174;77
      005.1147 ,0560 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;164;80
      005.1148 ,0560 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;151;88
      005.1149 ,0560 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;145;94
      005.115  ,0560 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,253;128;95
      005.1150 ,0560 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;124;107
      005.1151 ,0560 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,248;115;110
      005.1152 ,0565 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,183;209;58
      005.1153 ,0565 R           ,001.jpg                           ,4   ,4458  ,0.002 ,236;97;109
      005.1154 ,0570 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,92;195;86
      005.1155 ,0570 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,130;203;76
      005.1156 ,0570 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,152;203;54
      005.1157 ,0570 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,199;216;37
      005.1158 ,0570 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,216;222;20
      005.1159 ,0570 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,229;219;24
      005.116  ,0570 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,247;220;19
      005.1160 ,0570 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,252;214;29
      005.1161 ,0570 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;202;14
      005.1162 ,0570 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;183;38
      005.1163 ,0570 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;161;47
      005.1164 ,0570 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;145;51
      005.1165 ,0570 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,253;130;54
      005.1166 ,0570 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;126;67
      005.1167 ,0570 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,249;110;73
      005.1168 ,0570 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,249;99;78
      005.1169 ,0570 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,238;90;87
      005.117  ,0575 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,76;191;66
      005.1170 ,0575 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,157;205;40
      005.1171 ,0575 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,197;213;0
      005.1172 ,0575 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,210;213;0
      005.1173 ,0575 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,242;214;0
      005.1174 ,0580 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,111;194;30
      005.1175 ,0580 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,255;211;0
      005.1176 ,0580 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;195;0
      005.1177 ,0580 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;171;0
      005.1178 ,0580 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;153;0
      005.1179 ,0580 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;133;0
      005.118  ,0580 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;120;19
      005.1180 ,0580 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,249;101;27
      005.1181 ,0580 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,247;90;50
      005.1182 ,0580 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,237;74;54
      005.1183 ,0580 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,233;54;59
      005.1184 ,0585 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;173;0
      005.1185 ,0585 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;144;0
      005.1186 ,0585 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,253;126;0
      005.1187 ,0585 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,255;116;0
      005.1188 ,0585 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,247;91;0
      005.1189 ,0585 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,244;73;19
      005.119  ,0585 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,235;42;20
      005.1190 ,0603 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,233;236;228
      005.1191 ,0603 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,236;236;224
      005.1192 ,0603 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,239;230;231
      005.1193 ,0603 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,237;230;233
      005.1194 ,0603 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,234;231;235
      005.1195 ,0603 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,230;232;235
      005.1196 ,0603 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,241;234;218
      005.1197 ,0603 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,243;234;220
      005.1198 ,0603 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,243;233;224
      005.1199 ,0603 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,241;233;230
      005.120  ,0804 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,222;228;225
      005.1200 ,0804 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,224;228;220
      005.1201 ,0804 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,230;230;217
      005.1202 ,0804 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,234;229;213
      005.1203 ,0804 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,236;223;224
      005.1204 ,0804 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,233;224;227
      005.1205 ,0804 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,230;226;232
      005.1206 ,0804 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,226;226;231
      005.1207 ,0804 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,222;227;231
      005.1208 ,0804 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,239;231;214
      005.1209 ,0804 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,238;228;211
      005.121  ,0804 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,236;224;210
      005.1210 ,0804 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,236;224;218
      005.1211 ,0804 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,235;224;220
      005.1212 ,0907 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,210;224;225
      005.1213 ,0907 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,213;227;222
      005.1214 ,0907 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,218;226;213
      005.1215 ,0907 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,226;228;206
      005.1216 ,0907 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,232;227;200
      005.1217 ,0907 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,231;215;216
      005.1218 ,0907 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,231;217;222
      005.1219 ,0907 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,224;218;227
      005.122  ,0907 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,219;221;229
      005.1220 ,0907 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,212;221;228
      005.1221 ,0907 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,236;225;199
      005.1222 ,0907 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,239;221;196
      005.1223 ,0907 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,238;217;199
      005.1224 ,0907 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,238;216;205
      005.1225 ,0907 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,237;216;211
      005.1226 ,1000 N           ,001.jpg                           ,4   ,4458  ,0.002 ,225;223;221
      005.1227 ,1002 B           ,001.jpg                           ,4   ,4458  ,0.002 ,217;222;224
      005.1228 ,1002 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,210;215;214
      005.1229 ,1002 G           ,001.jpg                           ,4   ,4458  ,0.002 ,219;222;218
      005.123  ,1002 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,223;224;217
      005.1230 ,1002 R           ,001.jpg                           ,4   ,4458  ,0.002 ,227;219;218
      005.1231 ,1002 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,223;220;222
      005.1232 ,1002 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,225;220;210
      005.1233 ,1002 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,229;222;215
      005.1234 ,1005 B           ,001.jpg                           ,4   ,4458  ,0.002 ,212;221;224
      005.1235 ,1005 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,207;217;218
      005.1236 ,1005 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,213;223;221
      005.1237 ,1005 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,212;223;220
      005.1238 ,1005 G           ,001.jpg                           ,4   ,4458  ,0.002 ,215;223;216
      005.1239 ,1005 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,216;223;214
      005.124  ,1005 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,217;223;212
      005.1240 ,1005 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,217;223;210
      005.1241 ,1005 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,219;222;210
      005.1242 ,1005 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,221;222;204
      005.1243 ,1005 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,223;225;209
      005.1244 ,1005 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,228;227;212
      005.1245 ,1005 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,226;224;207
      005.1246 ,1005 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,227;224;203
      005.1247 ,1005 R           ,001.jpg                           ,4   ,4458  ,0.002 ,225;212;211
      005.1248 ,1005 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,228;215;215
      005.1249 ,1005R20B         ,001.jpg                           ,4   ,4458  ,0.002 ,224;212;214
      005.125  ,1005R30B         ,001.jpg                           ,4   ,4458  ,0.002 ,226;215;219
      005.1250 ,1005R40B         ,001.jpg                           ,4   ,4458  ,0.002 ,224;218;223
      005.1251 ,1005R50B         ,001.jpg                           ,4   ,4458  ,0.002 ,222;216;221
      005.1252 ,1005R60B         ,001.jpg                           ,4   ,4458  ,0.002 ,219;217;223
      005.1253 ,1005 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,220;220;225
      005.1254 ,1005 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,214;218;224
      005.1255 ,1005 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,212;219;224
      005.1256 ,1005 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,230;223;201
      005.1257 ,1005 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,228;221;202
      005.1258 ,1005 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,231;219;197
      005.1259 ,1005 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,227;216;198
      005.126  ,1005 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,232;219;201
      005.1260 ,1005 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,230;215;200
      005.1261 ,1005 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,230;215;202
      005.1262 ,1005 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,231;215;206
      005.1263 ,1005 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,230;215;208
      005.1264 ,1005 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,229;215;210
      005.1265 ,1010 B           ,001.jpg                           ,4   ,4458  ,0.002 ,194;213;220
      005.1266 ,1010 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,199;216;219
      005.1267 ,1010 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,197;220;221
      005.1268 ,1010 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,199;220;218
      005.1269 ,1010 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,199;220;216
      005.127  ,1010 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,202;223;213
      005.1270 ,1010 G           ,001.jpg                           ,4   ,4458  ,0.002 ,199;220;207
      005.1271 ,1010 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,204;219;202
      005.1272 ,1010 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,208;222;203
      005.1273 ,1010 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,212;221;198
      005.1274 ,1010 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,214;221;196
      005.1275 ,1010 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,218;223;195
      005.1276 ,1010 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,221;223;193
      005.1277 ,1010 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,223;222;193
      005.1278 ,1010 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,226;222;189
      005.1279 ,1010 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,228;221;187
      005.128  ,1010 R           ,001.jpg                           ,4   ,4458  ,0.002 ,226;204;201
      005.1280 ,1010 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,230;207;208
      005.1281 ,1010 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,226;204;209
      005.1282 ,1010 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,229;210;216
      005.1283 ,1010 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,223;208;217
      005.1284 ,1010 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,219;210;219
      005.1285 ,1010 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,214;211;221
      005.1286 ,1010 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,207;209;220
      005.1287 ,1010 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,205;213;223
      005.1288 ,1010 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,198;212;222
      005.1289 ,1010 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,230;220;185
